match_no,date,team1,team2,predicted_winner,actual_winner,confidence_pct,correct
1426307,12-Jun-2024,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,51.2,1
1426309,13-Jun-2024,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,54.6,1
1426310,14-Jun-2024,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,53.2,1
1426311,15-Jun-2024,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,51.8,0
1426312,16-Jun-2024,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,53.9,1
1473438,02-Apr-2025,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,57.1,1
1473439,03-Apr-2025,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,53.8,0
1473440,04-Apr-2025,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,52.4,1
1473441,05-Apr-2025,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Delhi Capitals,52.0,1
1473442,06-Apr-2025,Punjab Kings,Gujarat Titans,Gujarat Titans,Punjab Kings,52.9,0
1473443,07-Apr-2025,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,50.5,0
1473444,08-Apr-2025,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Lucknow Super Giants,52.3,1
1473445,09-Apr-2025,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,51.5,1
1473446,10-Apr-2025,Gujarat Titans,Mumbai Indians,Mumbai Indians,Gujarat Titans,58.9,0
1473447,11-Apr-2025,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Delhi Capitals,54.2,1
1473448,12-Apr-2025,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,52.7,1
1473449,13-Apr-2025,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Mumbai Indians,60.0,1
1473450,14-Apr-2025,Lucknow Super Giants,Punjab Kings,Punjab Kings,Punjab Kings,54.1,1
1473451,15-Apr-2025,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,50.5,0
1473452,16-Apr-2025,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,57.5,0
1473453,17-Apr-2025,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Lucknow Super Giants,53.4,0
1473454,18-Apr-2025,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,Delhi Capitals,55.6,0
1473455,19-Apr-2025,Rajasthan Royals,Punjab Kings,Punjab Kings,Rajasthan Royals,53.8,0
1473456,20-Apr-2025,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Lucknow Super Giants,53.8,0
1473457,21-Apr-2025,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Gujarat Titans,51.2,1
1473458,22-Apr-2025,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,54.8,0
1473459,23-Apr-2025,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Punjab Kings,56.7,0
1473460,24-Apr-2025,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Gujarat Titans,60.0,0
1473461,25-Apr-2025,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,51.3,0
1473462,26-Apr-2025,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,60.5,1
1473463,27-Apr-2025,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Lucknow Super Giants,55.3,1
1473464,28-Apr-2025,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,51.2,1
1473465,01-May-2025,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,57.0,1
1473466,02-May-2025,Mumbai Indians,Delhi Capitals,Delhi Capitals,Mumbai Indians,50.0,0
1473467,03-May-2025,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,50.5,1
1473468,04-May-2025,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,Punjab Kings,53.6,0
1473470,05-May-2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Mumbai Indians,54.0,1
1473471,06-May-2025,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Punjab Kings,51.6,1
1473472,07-May-2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,Gujarat Titans,59.0,1
1473473,08-May-2025,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Lucknow Super Giants,52.7,0
1473474,09-May-2025,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,55.7,1
1473475,10-May-2025,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Mumbai Indians,64.3,1
1473476,11-May-2025,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,Gujarat Titans,56.1,0
1473477,12-May-2025,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Delhi Capitals,51.2,1
1473478,13-May-2025,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Mumbai Indians,52.7,1
1473479,14-May-2025,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,52.0,0
1473480,15-May-2025,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,63.3,1
1473482,16-May-2025,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,Mumbai Indians,58.2,0
1473483,17-May-2025,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,58.6,1
1473484,18-May-2025,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,61.5,1
1473485,19-May-2025,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,51.6,0
1473486,20-May-2025,Chennai Super Kings,Punjab Kings,Punjab Kings,Punjab Kings,61.9,1
1473487,21-May-2025,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,58.6,0
1473488,22-May-2025,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Gujarat Titans,61.0,0
1473489,23-May-2025,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,52.0,1
1473490,24-May-2025,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,51.2,1
1473491,25-May-2025,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,Punjab Kings,52.3,0
1473493,26-May-2025,Mumbai Indians,Gujarat Titans,Gujarat Titans,Gujarat Titans,57.1,1
1473494,27-May-2025,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,54.6,1
1473497,28-May-2025,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Punjab Kings,53.0,0
1473498,01-Jun-2025,Delhi Capitals,Gujarat Titans,Gujarat Titans,Gujarat Titans,55.3,1
1473499,02-Jun-2025,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,55.5,1
1473500,03-Jun-2025,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,59.3,1
1473501,04-Jun-2025,Mumbai Indians,Delhi Capitals,Delhi Capitals,Mumbai Indians,56.4,0
1473502,05-Jun-2025,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Lucknow Super Giants,55.2,0
1473503,06-Jun-2025,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,50.2,1
1473504,07-Jun-2025,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Chennai Super Kings,53.9,0
1473505,08-Jun-2025,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,50.9,0
1473506,09-Jun-2025,Mumbai Indians,Punjab Kings,Punjab Kings,Punjab Kings,58.2,1
1473507,10-Jun-2025,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,55.2,1
1473508,11-Jun-2025,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,55.7,1
1473509,12-Jun-2025,Mumbai Indians,Gujarat Titans,Gujarat Titans,Mumbai Indians,54.5,0
1473510,13-Jun-2025,Mumbai Indians,Punjab Kings,Punjab Kings,Punjab Kings,56.6,1
1473511,14-Jun-2025,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,Royal Challengers Bangalore,52.8,0
1485779,15-Jun-2025,Punjab Kings,Delhi Capitals,Delhi Capitals,Delhi Capitals,53.8,1
1527674,02-Apr-2026,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,52.0,1
1527675,03-Apr-2026,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Mumbai Indians,60.0,1
1527676,04-Apr-2026,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,59.6,1
1527677,05-Apr-2026,Gujarat Titans,Punjab Kings,Punjab Kings,Punjab Kings,59.2,1
1527678,06-Apr-2026,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Delhi Capitals,51.2,1
1527679,07-Apr-2026,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,51.5,1
1527680,08-Apr-2026,Chennai Super Kings,Punjab Kings,Punjab Kings,Punjab Kings,61.9,1
1527681,09-Apr-2026,Mumbai Indians,Delhi Capitals,Delhi Capitals,Delhi Capitals,50.0,1
1527682,10-Apr-2026,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Rajasthan Royals,55.3,0
1527683,11-Apr-2026,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Lucknow Super Giants,52.3,1
1527684,12-Apr-2026,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,52.0,1
1527686,13-Apr-2026,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Rajasthan Royals,50.2,0
1527687,14-Apr-2026,Gujarat Titans,Delhi Capitals,Delhi Capitals,Gujarat Titans,53.1,0
1527688,15-Apr-2026,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Lucknow Super Giants,55.0,1
1527689,16-Apr-2026,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,50.3,0
1527690,17-Apr-2026,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Punjab Kings,51.7,1
1527691,18-Apr-2026,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Chennai Super Kings,59.1,0
1527692,19-Apr-2026,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,Gujarat Titans,51.9,1
1527693,20-Apr-2026,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,54.8,0
1529264,21-Apr-2026,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,53.8,0
1529265,22-Apr-2026,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,60.5,0
1529266,23-Apr-2026,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,57.3,1
1529267,24-Apr-2026,Mumbai Indians,Punjab Kings,Punjab Kings,Punjab Kings,59.2,1
